case_id,domain,category,provider,variant,raw_text,prompt_used,expected_pronunciation,hypothesis,wer,per,entity_acc,ttfb_ms,total_ms,cold,status
rx_002,Pharmacy,quantities,elevenlabs,default,Syp. Azithral 200mg/5ml - 5ml BD. Mfg: Alembic. Exp: 03/26.,Syp. Azithral 200mg/5ml - 5ml BD. Mfg: Alembic. Exp: 03/26.,Syrup Azithral two hundred milligram per five milliliter five milliliter twice daily Manufactured by Alembic Expiry March twenty six,,,94.74,,,,,FAILED (400: ELEVENLABS_API_KEY environment variable is missing or empty. Please set a v)
rx_002,Pharmacy,quantities,elevenlabs,tuned,Syp. Azithral 200mg/5ml - 5ml BD. Mfg: Alembic. Exp: 03/26.,Syrup Azithral two hundred milligram per five milliliter five milliliter twice daily Manufactured by Alembic Expiry March twenty six,Syrup Azithral two hundred milligram per five milliliter five milliliter twice daily Manufactured by Alembic Expiry March twenty six,,,0.0,,,,,FAILED (400: ELEVENLABS_API_KEY environment variable is missing or empty. Please set a v)
rx_003,Pharmacy,code_switched,rime,default,Tab. Dolo 650mg 1-1-1 x 3 days. Khane ke baad lena. Ph: 91234-56789,Tab. Dolo 650mg 1-1-1 x 3 days. Khane ke baad lena. Ph: 91234-56789,Tablet Dolo six five zero milligram one one one times three days Khane ke baad lena Phone nine one two three four five six seven eight nine,"Tab.  DOLO 650 milligrams 1 to 1 1 by 3 days.  Cane K. Bodlana, Ph. 9 1 2 3 4 5 6 7 8 9.",92.59,85.19,57.1,1288.58,2274.45,False,SUCCESS
rx_003,Pharmacy,code_switched,rime,tuned,Tab. Dolo 650mg 1-1-1 x 3 days. Khane ke baad lena. Ph: 91234-56789,Tablet Dolo six five zero milligram one one one times three days Khane ke baad lena Phone nine one two three four five six seven eight nine,Tablet Dolo six five zero milligram one one one times three days Khane ke baad lena Phone nine one two three four five six seven eight nine,"Tablet DOLO 650 milligram, 111 x 3 days cane K. Baudelina phone 9, 1, 2, 3, 4, 5, 6, 7, 8, 9,",81.48,0.0,57.1,2399.06,3392.95,False,SUCCESS
rx_003,Pharmacy,code_switched,openai,default,Tab. Dolo 650mg 1-1-1 x 3 days. Khane ke baad lena. Ph: 91234-56789,Tab. Dolo 650mg 1-1-1 x 3 days. Khane ke baad lena. Ph: 91234-56789,Tablet Dolo six five zero milligram one one one times three days Khane ke baad lena Phone nine one two three four five six seven eight nine,,,85.19,,,,,FAILED (400: OPENAI_API_KEY environment variable is missing or empty. Please set a valid)
rx_003,Pharmacy,code_switched,openai,tuned,Tab. Dolo 650mg 1-1-1 x 3 days. Khane ke baad lena. Ph: 91234-56789,Tablet Dolo six five zero milligram one one one times three days Khane ke baad lena Phone nine one two three four five six seven eight nine,Tablet Dolo six five zero milligram one one one times three days Khane ke baad lena Phone nine one two three four five six seven eight nine,,,0.0,,,,,FAILED (400: OPENAI_API_KEY environment variable is missing or empty. Please set a valid)
rx_003,Pharmacy,code_switched,elevenlabs,default,Tab. Dolo 650mg 1-1-1 x 3 days. Khane ke baad lena. Ph: 91234-56789,Tab. Dolo 650mg 1-1-1 x 3 days. Khane ke baad lena. Ph: 91234-56789,Tablet Dolo six five zero milligram one one one times three days Khane ke baad lena Phone nine one two three four five six seven eight nine,,,85.19,,,,,FAILED (400: ELEVENLABS_API_KEY environment variable is missing or empty. Please set a v)
rx_003,Pharmacy,code_switched,elevenlabs,tuned,Tab. Dolo 650mg 1-1-1 x 3 days. Khane ke baad lena. Ph: 91234-56789,Tablet Dolo six five zero milligram one one one times three days Khane ke baad lena Phone nine one two three four five six seven eight nine,Tablet Dolo six five zero milligram one one one times three days Khane ke baad lena Phone nine one two three four five six seven eight nine,,,0.0,,,,,FAILED (400: ELEVENLABS_API_KEY environment variable is missing or empty. Please set a v)
rx_004,Pharmacy,drug_names,rime,default,Cap. Pantocid 40mg OD before breakfast. Mfg: Sun Pharma. Exp: 08/27.,Cap. Pantocid 40mg OD before breakfast. Mfg: Sun Pharma. Exp: 08/27.,Capsule Pantocid forty milligram once daily before breakfast Manufactured by Sun Pharma Expiry August twenty seven,CAP.  Hantose at 40 mg odd before breakfast.  MFG.  Sun Pharma.  EXP.  08 slash 27.,75.0,81.25,80.0,1301.08,2278.37,False,SUCCESS
rx_004,Pharmacy,drug_names,rime,tuned,Cap. Pantocid 40mg OD before breakfast. Mfg: Sun Pharma. Exp: 08/27.,Capsule Pantocid forty milligram once daily before breakfast Manufactured by Sun Pharma Expiry August twenty seven,Capsule Pantocid forty milligram once daily before breakfast Manufactured by Sun Pharma Expiry August twenty seven,"Capsule pantose at 40mg, once daily before breakfast manufactured by Sun Pharma Expre August 27.",37.5,0.0,40.0,1859.04,6336.61,False,SUCCESS
rx_004,Pharmacy,drug_names,openai,default,Cap. Pantocid 40mg OD before breakfast. Mfg: Sun Pharma. Exp: 08/27.,Cap. Pantocid 40mg OD before breakfast. Mfg: Sun Pharma. Exp: 08/27.,Capsule Pantocid forty milligram once daily before breakfast Manufactured by Sun Pharma Expiry August twenty seven,,,81.25,,,,,FAILED (400: OPENAI_API_KEY environment variable is missing or empty. Please set a valid)
rx_004,Pharmacy,drug_names,openai,tuned,Cap. Pantocid 40mg OD before breakfast. Mfg: Sun Pharma. Exp: 08/27.,Capsule Pantocid forty milligram once daily before breakfast Manufactured by Sun Pharma Expiry August twenty seven,Capsule Pantocid forty milligram once daily before breakfast Manufactured by Sun Pharma Expiry August twenty seven,,,0.0,,,,,FAILED (400: OPENAI_API_KEY environment variable is missing or empty. Please set a valid)
rx_004,Pharmacy,drug_names,elevenlabs,default,Cap. Pantocid 40mg OD before breakfast. Mfg: Sun Pharma. Exp: 08/27.,Cap. Pantocid 40mg OD before breakfast. Mfg: Sun Pharma. Exp: 08/27.,Capsule Pantocid forty milligram once daily before breakfast Manufactured by Sun Pharma Expiry August twenty seven,,,81.25,,,,,FAILED (400: ELEVENLABS_API_KEY environment variable is missing or empty. Please set a v)
rx_004,Pharmacy,drug_names,elevenlabs,tuned,Cap. Pantocid 40mg OD before breakfast. Mfg: Sun Pharma. Exp: 08/27.,Capsule Pantocid forty milligram once daily before breakfast Manufactured by Sun Pharma Expiry August twenty seven,Capsule Pantocid forty milligram once daily before breakfast Manufactured by Sun Pharma Expiry August twenty seven,,,0.0,,,,,FAILED (400: ELEVENLABS_API_KEY environment variable is missing or empty. Please set a v)
rx_005,Pharmacy,dosages,rime,default,"Tab. Metformin 500mg 1-0-1 after meals. Dr. Sharma, Delhi. Ph: 99887-76655","Tab. Metformin 500mg 1-0-1 after meals. Dr. Sharma, Delhi. Ph: 99887-76655",Tablet Metformin five hundred milligram one zero one after meals Doctor Sharma Delhi Phone nine nine eight eight seven seven six six five five,"Tab. Metformin 500 mg 1-0-1 after meals. Dr. Sharma, Delhi. pH 99887, 76655.",79.17,91.67,100.0,2748.77,31793.71,False,SUCCESS
rx_005,Pharmacy,dosages,rime,tuned,"Tab. Metformin 500mg 1-0-1 after meals. Dr. Sharma, Delhi. Ph: 99887-76655",Tablet Metformin five hundred milligram one zero one after meals Doctor Sharma Delhi Phone nine nine eight eight seven seven six six five five,Tablet Metformin five hundred milligram one zero one after meals Doctor Sharma Delhi Phone nine nine eight eight seven seven six six five five,tablet metformin 500 milligram 101 after meals dr sharma deli phone 9 9 8 8 7 7 6 6 5 5,70.83,0.0,57.1,1360.17,2356.52,False,SUCCESS
rx_005,Pharmacy,dosages,openai,default,"Tab. Metformin 500mg 1-0-1 after meals. Dr. Sharma, Delhi. Ph: 99887-76655","Tab. Metformin 500mg 1-0-1 after meals. Dr. Sharma, Delhi. Ph: 99887-76655",Tablet Metformin five hundred milligram one zero one after meals Doctor Sharma Delhi Phone nine nine eight eight seven seven six six five five,,,91.67,,,,,FAILED (400: OPENAI_API_KEY environment variable is missing or empty. Please set a valid)
rx_005,Pharmacy,dosages,openai,tuned,"Tab. Metformin 500mg 1-0-1 after meals. Dr. Sharma, Delhi. Ph: 99887-76655",Tablet Metformin five hundred milligram one zero one after meals Doctor Sharma Delhi Phone nine nine eight eight seven seven six six five five,Tablet Metformin five hundred milligram one zero one after meals Doctor Sharma Delhi Phone nine nine eight eight seven seven six six five five,,,0.0,,,,,FAILED (400: OPENAI_API_KEY environment variable is missing or empty. Please set a valid)
rx_005,Pharmacy,dosages,elevenlabs,default,"Tab. Metformin 500mg 1-0-1 after meals. Dr. Sharma, Delhi. Ph: 99887-76655","Tab. Metformin 500mg 1-0-1 after meals. Dr. Sharma, Delhi. Ph: 99887-76655",Tablet Metformin five hundred milligram one zero one after meals Doctor Sharma Delhi Phone nine nine eight eight seven seven six six five five,,,91.67,,,,,FAILED (400: ELEVENLABS_API_KEY environment variable is missing or empty. Please set a v)
rx_005,Pharmacy,dosages,elevenlabs,tuned,"Tab. Metformin 500mg 1-0-1 after meals. Dr. Sharma, Delhi. Ph: 99887-76655",Tablet Metformin five hundred milligram one zero one after meals Doctor Sharma Delhi Phone nine nine eight eight seven seven six six five five,Tablet Metformin five hundred milligram one zero one after meals Doctor Sharma Delhi Phone nine nine eight eight seven seven six six five five,,,0.0,,,,,FAILED (400: ELEVENLABS_API_KEY environment variable is missing or empty. Please set a v)
